applicant_id,credit_score,total_credit_limit,credit_utilization,num_open_accounts,num_credit_inquiries,payment_history
A00047,665,72953.1024053747,0.9313305164158708,18,2,Late >60
A00048,710,41667.52358172852,0.23221091024274054,14,7,On Time
A00049,742,31957.636735264103,0.08696536551614964,15,6,On Time
A00050,953,45597.79860114661,0.9797588940160105,11,9,Late <30
A00051,547,59926.775323734175,0.27077379612125163,20,9,Late <30
A00052,738,60273.00167074289,0.27566320906000485,2,2,Late <30
A00053,827,49375.68066655676,0.48377229133799704,2,3,Late <30
A00054,602,59594.58168331432,0.23105765904614617,5,7,On Time
A00055,748,54187.31662359953,0.9928723554335691,20,9,Late 30-60
A00056,643,85813.21975875886,0.042965885869543974,18,2,On Time
A00057,628,22369.117399294555,0.45147307893230826,11,4,Late <30
A00058,606,89442.41066584375,0.5483467350630002,15,4,Late 30-60
A00059,670,39513.22045429003,0.466950857947249,17,4,On Time
A00060,667,77742.57720290005,0.5205229728628701,3,4,Late <30
A00061,755,52403.169307240474,0.9875791442170644,19,8,Late <30
A00062,535,43546.63716038289,0.8769015838701242,12,9,Late >60
A00063,765,69227.78983999076,0.3084436792961116,12,4,Late >60
A00064,762,81510.75350904834,0.551477049190772,1,10,Late <30
A00065,710,55994.9162482883,0.00031101252880083585,8,10,On Time
A00066,908,57324.307445238475,0.40956900137371866,10,8,Late >60
A00067,803,24708.518781414357,0.1638742228619684,2,8,On Time
A00068,629,93919.67845022751,0.7113605907756597,16,10,On Time
A00069,561,87751.7357157007,0.22108957763361148,11,9,Late >60
A00070,611,51839.423003394855,0.7488956455116084,4,3,Late <30
A00071,621,81196.04905284467,0.31315983398007285,13,8,Late >60
A00072,497,45062.33405667674,0.9258286213113759,18,10,On Time
A00073,729,78433.74344102199,0.4454166017013462,16,1,Late 30-60
A00074,548,61335.33732512483,0.8395177196738491,3,2,Late >60
A00075,703,56861.33777758012,0.6281660030390132,0,0,Late 30-60
A00076,773,24521.839780649178,0.9773982149034702,16,10,Late <30
A00077,819,97233.75374470903,0.7427227507120846,9,6,Late >60
A00078,654,86992.71759027362,0.7277033223113857,7,9,Late 30-60
A00079,608,83471.04543891572,0.2648659824493186,10,10,Late <30
A00080,813,44393.29581229794,0.5048597509725403,19,8,On Time
A00081,830,43167.21475389869,0.29011368868563847,9,2,Late <30
A00082,748,65855.44772757194,0.019293437018403692,18,7,Late <30
A00083,610,87697.8556980919,0.7105853326512335,5,0,On Time
A00084,548,94770.27249349219,0.23583649970426868,10,5,Late <30
A00085,791,41514.32208062444,0.3973240303427875,15,5,Late >60
A00086,673,68593.18402555339,0.28463878717386626,9,4,Late <30
A00087,803,77912.22399147722,0.19963585646365045,0,3,Late 30-60
A00088,613,38111.37161465791,0.06711932438375345,7,2,Late <30
A00089,790,52597.490417793946,0.33788990877128633,16,3,Late 30-60
A00090,820,34997.94189709125,0.08174492352120255,18,6,Late <30
A00091,655,75912.40622146674,0.5403191404032229,8,6,Late >60
A00092,710,89102.81092361582,0.01962410376147128,19,2,On Time
A00093,563,90202.7483641324,0.9400198796428597,7,10,On Time
A00094,566,73607.10963941657,0.9664750194526766,8,9,Late 30-60
A00095,711,47772.18881394907,0.304653848296369,15,2,Late <30
A00096,625,72883.23014834036,0.2601946408064699,13,2,Late <30
A00097,704,89141.33817366548,0.10440519970180118,5,4,Late >60
A00098,696,70068.46671486266,0.9049189265806687,8,0,Late <30
A00099,745,53031.35522366924,0.5868639252999043,10,9,Late 30-60
A00100,732,93584.22005751991,0.6101249229981065,14,10,Late 30-60
A00101,772,86817.32746155412,0.895856462601998,14,6,Late >60
A00102,702,90594.81921982495,0.9107867938565986,4,7,Late 30-60
A00103,710,92255.36168322356,0.8283416697105109,7,6,Late 30-60
A00104,679,51504.98461282505,0.7734415610996611,19,7,Late >60
A00105,784,88771.12060058682,0.8772412222999837,2,8,Late 30-60
A00106,864,65627.97369973583,0.8759706066845226,19,3,Late 30-60
A00107,754,23052.717884323207,0.36864485627189947,3,2,On Time
A00108,729,70866.90852160941,0.9733912199789841,6,6,Late >60
A00109,658,57649.51394355962,0.7091322131603892,16,8,On Time
A00110,704,42012.37273498379,0.37020943401266204,11,8,Late <30
A00111,640,97630.65120376316,0.4420495172755089,5,7,Late >60
A00112,618,24405.66866343793,0.6871310582814713,20,2,Late <30
A00113,660,95670.19125656532,0.36109890963467917,3,5,Late 30-60
A00114,858,32741.364850771053,0.8265577120200163,17,1,On Time
A00115,671,50159.054344042575,0.1480636211914763,15,5,Late 30-60
A00116,842,53378.81403354794,0.9075942987109628,0,4,On Time
A00117,582,78481.6414928651,0.30119751183660903,16,3,On Time
A00118,693,37248.736698936365,0.15271278534313093,4,2,On Time
A00119,752,98888.14745820314,0.8580242814460233,17,7,On Time
A00120,757,79920.94822112183,0.2394632389357878,5,9,Late 30-60
A00121,571,83196.21106776438,0.8433957380496012,12,5,Late 30-60
A00122,558,28514.30181719156,0.2962644034486761,7,8,Late 30-60
A00123,741,58104.96076075602,0.9338642876541567,18,2,On Time
A00124,624,95648.7480382631,0.21907763980131123,15,4,Late <30
A00125,743,41605.285724144516,0.06964999107200132,17,3,Late 30-60
A00126,823,31630.692396068778,0.936531163342389,6,5,Late 30-60
A00127,614,58831.55678113506,0.1656257422436529,8,1,Late >60
A00128,627,94431.44557209667,0.9441325417222752,20,5,Late <30
A00129,477,58943.249954450184,0.8239773501183365,0,2,Late 30-60
A00130,760,52386.74423357271,0.08192538971663499,8,7,Late 30-60
A00131,893,72021.79493710212,0.4451351989429355,9,9,Late >60
A00132,555,94950.7199080441,0.07339965813511562,20,9,On Time
A00133,804,23924.595936325284,0.32978656461181133,17,10,Late <30
A00134,813,32271.643638135298,0.3515030782399867,0,5,Late <30
A00135,758,30620.344803540833,0.5996333303275736,12,7,Late >60
A00136,619,26826.63858393325,0.9758955678431125,13,6,Late <30
A00137,655,44168.486451871664,0.16976344010755906,6,5,Late 30-60
A00138,735,38344.722649624804,0.3291509647488121,7,8,Late <30
A00139,732,63895.301296746824,0.5871024942145305,0,10,Late >60
A00140,654,46183.153738056266,0.17142085531959717,1,8,On Time
A00141,726,52416.6289166301,0.7107096622587191,10,9,Late >60
A00142,643,95349.17523998501,0.4036597158863706,0,9,Late <30
A00143,668,32452.4513015525,0.9495722956353171,11,3,Late >60
A00144,659,51076.58614358417,0.6298709452157262,7,7,Late >60
A00145,789,40566.54724150254,0.363080711210095,2,2,Late <30
A00146,537,63933.278588620175,0.7194731210687536,9,10,On Time
A00147,744,78906.89812373155,0.8387545779899512,14,4,Late 30-60
A00148,715,85359.02987342919,0.8004797640295018,11,2,Late >60
A00149,453,61223.73556138925,0.2627643941286838,1,9,On Time
A00150,767,88393.3273221554,0.41698335214885907,4,3,On Time
A00151,779,82806.0406301854,0.45217766103050494,8,4,Late >60
A00152,639,32560.32491469908,0.3883833921723755,17,7,Late <30
A00153,728,39634.30072159962,0.3108635828558175,5,9,Late <30
A00154,706,73737.64226667368,0.7527477992813477,10,7,Late >60
A00155,903,97983.52157924864,0.012224243431511073,13,2,Late <30
A00156,730,50090.37604800001,0.29354422885877085,0,7,Late <30
A00157,690,38384.62725157925,0.14161725697290362,3,9,On Time
A00158,789,89530.35474364631,0.12876931589994722,6,3,Late 30-60
A00159,840,35968.95676343061,0.2769586668974786,8,10,Late 30-60
A00160,887,75792.66192398893,0.7621530911150485,16,1,Late <30
A00161,620,22739.925628469166,0.9694218690784336,16,2,Late <30
A00162,722,21518.441207832293,0.5146184665410988,10,7,Late >60
A00163,617,56125.33711553318,0.33897181757691786,11,4,Late <30
A00164,912,72523.21020399226,0.8291704663110869,14,1,Late >60
A00165,684,31394.756316701474,0.06710342526824942,1,6,Late 30-60
A00166,775,81110.59624012304,0.09316794187902822,7,4,On Time
A00167,663,30298.91859295772,0.3453663147492667,19,5,Late >60
A00168,729,62696.624629733975,0.448408499471351,1,1,On Time
A00169,499,44663.93538216644,0.7978378692813741,5,10,Late 30-60
A00170,784,80180.26214265643,0.9252639393357897,0,6,On Time
A00171,810,84329.34028511072,0.5312765349917838,17,0,Late 30-60
A00172,620,25287.299164997687,0.49564466957127484,3,9,On Time
A00173,499,35408.365544597196,0.2130110190790342,7,9,On Time
A00174,828,91411.52876555164,0.4511815436999833,7,4,Late <30
A00175,815,53249.02692806935,0.9236442312740452,13,8,Late 30-60
A00176,759,58138.869229843636,0.3928995362733715,19,6,Late >60
A00177,661,33441.907333005314,0.21068248780096244,13,8,Late 30-60
A00178,651,99591.58372007942,0.3372950292051431,0,8,Late <30
A00179,813,93843.81462714607,0.5145946126351735,19,0,Late >60
A00180,647,20161.973678579496,0.5985850305995709,2,7,Late <30
A00181,695,64058.774612630805,0.4324298796401692,14,6,Late 30-60
A00182,679,89781.39068825237,0.7585361795403025,18,10,Late 30-60
A00183,712,54442.688498716816,0.5844533821067067,0,1,Late <30
A00184,669,54945.14068613479,0.6650481340116873,2,2,Late >60
A00185,680,50347.77253810314,0.8629189246112304,19,5,Late 30-60
A00186,859,22306.266812425878,0.8656885702726528,0,10,Late <30
A00187,732,83222.66686829622,0.2035083123020981,18,10,Late 30-60
A00188,718,56542.81627128758,0.6233447448326498,16,2,Late <30
A00189,762,62485.251072298066,0.71664086104166,12,7,Late 30-60
A00190,568,40454.80934453107,0.14585295326085113,19,3,Late 30-60
A00191,781,82729.47936534556,0.8427698370589184,15,6,On Time
A00192,710,83499.88373635584,0.1804698620113313,11,3,Late >60
A00193,618,64233.66534814075,0.7992794232748571,6,1,Late 30-60
A00194,670,92370.2340640131,0.16146575662344942,16,6,Late >60
A00195,733,29270.738458131353,0.7417785368110011,10,7,Late <30
A00196,688,82930.13317148795,0.14814797888666376,7,0,On Time
A00197,788,64686.73138565316,0.3788293108584687,9,4,Late <30
A00198,604,38481.05336291594,0.14351613347207193,15,9,Late >60
A00199,567,30584.302612151594,0.2707150963266297,9,7,Late <30
A00200,603,44080.56322582706,0.9845147773534846,7,0,Late <30
A00201,639,88505.27344811616,0.10767565606938367,4,2,Late <30
A00202,693,83009.54797409088,0.40646482641788817,16,1,Late >60
A00203,646,71610.5940654432,0.6769193408855229,12,2,Late 30-60
A00204,561,27226.160622694195,0.09459857039728581,9,2,Late <30
A00205,544,96386.4511794643,0.10903298741953338,9,2,Late >60
A00206,552,44435.21059003257,0.1432628725238746,20,0,On Time
A00207,651,68559.99866760467,0.6449863780330233,11,2,On Time
A00208,598,84248.14966443474,0.9093369179792065,11,1,Late >60
A00209,641,30628.466756700644,0.8259894539686515,6,8,Late <30
A00210,812,72175.73938046985,0.9830552393574917,10,9,Late 30-60
A00211,563,22583.679736337006,0.5781378845993937,19,7,On Time
A00212,709,28143.144920347288,0.9614773046181858,11,5,Late 30-60
A00213,561,77851.49075417136,0.304934165215452,3,6,Late >60
A00214,546,32406.57244582353,0.42150459384606576,17,0,On Time
A00215,717,55480.53786443027,0.39604136796612965,9,6,Late <30
A00216,747,39866.60406218954,0.047357480278904296,19,7,On Time
A00217,758,53698.36069359537,0.8297052685405584,1,7,Late <30
A00218,791,26177.61922331767,0.024718188692368637,0,5,Late 30-60
A00219,662,80392.04352327915,0.7298762510850118,13,6,On Time
A00220,707,26323.294191529152,0.407064782655264,16,10,Late >60
A00221,641,87033.1597888376,0.0062477160769091045,3,1,On Time
A00222,809,73008.7091335649,0.28994690286279945,8,3,Late <30
A00223,588,53326.84605314266,0.3461276959188273,6,7,Late 30-60
A00224,730,89318.92347763934,0.9647024710600154,20,10,Late >60
A00225,573,34890.50229410628,0.6610790976074561,16,3,Late <30
A00226,690,41165.13819318604,0.5435715915061403,2,7,Late <30
A00227,519,30969.892932736533,0.12705056420265803,0,9,Late >60
A00228,702,50525.495463202795,0.39110433951281687,9,3,Late >60
A00229,877,98938.65477872701,0.035764353600368004,4,8,Late 30-60
A00230,624,32882.19022405557,0.7616854184723676,3,0,Late <30
A00231,655,86478.1188692639,0.16277670219374785,18,5,Late <30
A00232,766,72150.40573384576,0.5944357009464011,5,0,Late 30-60
A00233,684,21265.130448948763,0.6993915382563186,5,5,On Time
A00234,802,95591.21543501601,0.3665091277069856,8,3,Late >60
A00235,719,97687.30121799877,0.6325931520994418,19,7,Late 30-60
A00236,767,93992.05614892347,0.7642328616466826,8,7,Late >60
A00237,482,60139.172616562704,0.1841237951059882,14,8,Late 30-60
A00238,689,37630.01459807032,0.6008603288374847,19,6,Late 30-60
A00239,569,51301.17419763852,0.7338831354408689,7,10,Late <30
A00240,640,69135.32371329848,0.3570480894166259,1,7,Late >60
A00241,723,50306.91047339598,0.16249115811654524,9,10,Late 30-60
A00242,657,76653.73206957462,0.28611602112442347,13,2,Late <30
A00243,601,83646.04382212149,0.933074666839829,1,9,Late 30-60
A00244,805,36751.43189184461,0.35744795476593705,12,3,Late >60
A00245,780,52395.35266262404,0.10770058775888203,18,3,Late 30-60
A00246,542,96619.5500820848,0.08272650764932887,6,5,Late <30
A00247,756,39984.54410101104,0.18049506574384377,11,6,Late <30
A00248,697,47715.79908755432,0.12751233568975173,5,8,On Time
A00249,703,22852.84030815778,0.4950436599571363,2,9,Late >60
A00250,835,46589.283288288105,0.3475514441756089,4,5,On Time
A00251,695,49674.511848328206,0.8414056546832641,3,1,Late <30
A00252,751,27986.844770145788,0.8810785324312177,13,9,On Time
A00253,701,20115.37999879658,0.4732793878877798,5,9,Late >60
A00254,701,66032.4387494968,0.8885271045645945,16,6,Late <30
A00255,587,44122.1281062975,0.45046163873100986,16,9,On Time
A00256,925,21425.906980807365,0.6419621239453586,12,8,On Time
A00257,372,88795.54431737436,0.16253483264775082,11,7,Late <30
A00258,607,66752.77416533127,0.052582561821875484,1,3,Late 30-60
A00259,631,33693.46803934564,0.16008517640479736,13,1,Late <30
A00260,770,89219.72983527812,0.2518452358454064,4,7,On Time
A00261,538,40286.87763783843,0.7509818930403453,7,5,Late >60
A00262,662,38195.658522900485,0.1735052424614706,14,7,On Time
A00263,758,91570.72455978152,0.13065469553603204,8,10,Late <30
A00264,558,34356.630356757894,0.9276093791294486,15,8,On Time
A00265,666,90318.86345352595,0.688802422343942,12,2,Late <30
A00266,663,84237.86409982407,0.4733055857282805,14,7,On Time
A00267,620,44782.20326633867,0.09496839321575856,3,9,On Time
A00268,683,22751.766492250845,0.8517909115713562,15,7,Late 30-60
A00269,637,26605.84828410536,0.10825843078886443,11,4,Late <30
A00270,776,28762.261421566196,0.6110465317428557,19,5,Late 30-60
A00271,732,91263.90681283825,0.6676764926214869,11,4,Late 30-60
A00272,661,52322.87824299805,0.40013880514998723,14,5,On Time
A00273,686,22602.380582919544,0.9112167250045752,4,0,Late <30
A00274,641,64523.87696445437,0.050700611709019405,0,9,Late >60
A00275,813,36639.38004855934,0.8181169057986892,19,9,On Time
A00276,725,38810.08340864151,0.5537943982581998,2,9,Late <30
A00277,666,32867.33879344629,0.6112037244076158,7,1,Late 30-60
A00278,723,80961.71699189738,0.9868255624823503,6,7,On Time
A00279,868,20049.03150442181,0.5826478031178226,12,0,Late >60
A00280,611,55118.73311174761,0.7970279855623931,9,8,On Time
A00281,768,26949.69331219867,0.15353076571977076,16,6,Late 30-60
A00282,721,64189.96808036428,0.8092895921098178,10,0,Late 30-60
A00283,658,47679.3876929074,0.7610729072241664,7,4,Late <30
A00284,607,22268.126462114255,0.9681100733676848,14,1,Late >60
A00285,765,56877.938492403526,0.9357106349693205,11,10,On Time
A00286,709,65646.8398291842,0.2139865455114055,17,0,Late 30-60
A00287,824,39812.322533017374,0.46493312926432817,9,0,Late <30
A00288,796,81240.9517656847,0.9114831781728534,11,4,Late >60
A00289,710,49683.90126354266,0.6407650697076446,3,3,Late >60
A00290,607,79947.72113152115,0.46370039427287013,14,4,Late <30
A00291,885,66321.25832070141,0.10893876160083071,17,5,Late 30-60
A00292,618,89540.24543895079,0.35175756723622953,12,0,Late >60
A00293,763,63753.98327858172,0.6652399491535791,16,1,On Time
A00294,502,34850.17546565648,0.7769144819504971,0,1,Late 30-60
A00295,837,85807.2955422949,0.44716691400925257,4,4,Late 30-60
A00296,476,82642.82001398323,0.05584449301108296,16,9,Late <30
A00297,648,97788.46517874612,0.6331721822695304,19,8,Late >60
A00298,573,27486.55352860296,0.9215863922248833,17,6,Late <30
A00299,819,67298.49298446794,0.4964107489054833,8,9,Late >60
A00300,605,59333.51871547859,0.9284247012892929,9,3,Late <30
A00301,732,73669.76923841322,0.35410072366254197,16,4,Late 30-60
A00302,706,98414.38784985838,0.8863657699364192,0,10,Late <30
A00303,535,62581.76616926046,0.7863397526321838,3,6,Late 30-60
A00304,782,74859.09079571434,0.9617415499400027,17,9,Late 30-60
A00305,678,47777.07549776342,0.791021235210428,14,8,Late <30
A00306,830,43917.6390137346,0.32147974963046866,14,9,Late >60
A00307,741,46823.72525469336,0.9005675272993175,0,6,Late 30-60
A00308,603,23088.631487755312,0.669731076461139,0,10,Late <30
A00309,659,42779.25163300759,0.16206932574123722,10,1,Late 30-60
A00310,657,33835.71150457617,0.04596507973936015,10,3,Late 30-60
A00311,757,56594.23838684455,0.36584560414828526,5,9,Late <30
A00312,754,56865.98111189851,0.7868641497316774,0,3,Late 30-60
A00313,612,81218.3864981203,0.6182145954469193,13,10,Late 30-60
A00314,774,60183.33183136232,0.527127159729342,5,8,Late <30
A00315,720,57046.52706585928,0.0037276345902581554,16,7,On Time
A00316,746,38530.10493603931,0.43550070209874236,8,5,Late <30
A00317,731,88198.40081157419,0.15772338872524883,16,7,Late >60
A00318,762,27280.072454777524,0.45456739711318783,13,6,On Time
A00319,586,98583.67719834289,0.9917703219878365,18,7,Late 30-60
A00320,699,58085.99966811985,0.8795388231199289,7,6,Late >60
A00321,780,34878.959967657895,0.31063060410658105,11,1,On Time
A00322,791,48346.24446147864,0.5935073929629318,1,10,Late <30
A00323,791,21229.6146167031,0.5020952334139177,2,5,Late 30-60
A00324,591,33321.814340658944,0.13004700521468282,20,3,On Time
A00325,887,46827.185545014174,0.9898065158151844,12,3,Late <30
A00326,856,64353.22230015899,0.42517515661329086,4,9,On Time
A00327,593,30358.467571588357,0.5056590370718294,17,5,Late <30
A00328,650,74077.06369464925,0.6475993123109399,0,7,Late >60
A00329,748,87542.11919913438,0.19154453313061792,4,4,Late >60
A00330,607,65787.16883791247,0.222226602359603,20,2,Late 30-60
A00331,738,43752.115778017935,0.1925584251964374,11,0,Late <30
A00332,701,29711.386038869714,0.3844655434665284,18,4,On Time
A00333,808,21242.805038715844,0.19967695645772032,5,2,Late 30-60
A00334,722,78544.18663986295,0.9263959679423892,1,2,Late 30-60
A00335,476,70278.3494650179,0.7143140463502409,1,3,Late <30
A00336,766,58102.67248282991,0.8978355692229759,19,8,Late >60
A00337,802,28159.64417761103,0.8484841303101982,12,3,Late 30-60
A00338,673,36562.01450111729,0.7031519515634316,13,4,On Time
A00339,694,85213.78429493136,0.24274618907515932,5,9,Late 30-60
A00340,695,58388.11744162956,0.6153188642864619,11,4,Late <30
A00341,621,97026.62876954982,0.18629886063526735,12,0,Late >60
A00342,926,99997.77178943859,0.1324760485102776,7,6,Late <30
A00343,601,84056.57010924703,0.6325752419526063,13,1,Late 30-60
A00344,772,40654.688792567555,0.6246255935383099,17,5,On Time
A00345,772,38489.19697440973,0.15662214201948832,3,10,Late 30-60
A00346,634,40290.74563390581,0.35242769744793145,5,3,Late 30-60
A00347,586,98942.80630532421,0.06628117385682908,5,4,Late >60
A00348,669,46827.238245463326,0.7157331136860524,14,4,Late <30
A00349,749,76515.7394915751,0.9874956513975438,12,3,Late >60
A00350,710,96721.41678490887,0.7399061554250342,6,1,Late 30-60
A00351,861,85567.6917414896,0.8441521695754413,12,7,On Time
A00352,621,67808.30473045222,0.47634324228471936,20,0,On Time
A00353,623,33517.241973738564,0.09558408116675032,5,8,Late >60
A00354,768,33995.05957426771,0.7266065225053029,5,5,On Time
A00355,513,59393.84684547067,0.25652020013081467,13,3,On Time
A00356,623,96155.55966993944,0.3882939532575296,2,5,On Time
A00357,666,92359.49566005237,0.7030992499618434,10,10,Late 30-60
A00358,678,33295.36443635337,0.9047845261955824,12,8,On Time
A00359,629,43017.57958198727,0.4862490489992497,2,8,Late >60
A00360,497,67104.90524447802,0.9616055730956616,11,2,On Time
A00361,821,58194.439380237185,0.5199035282940041,20,7,Late 30-60
A00362,816,29549.02475012099,0.12251044846314063,19,0,Late 30-60
A00363,513,49544.57495986555,0.5184337458253974,4,8,On Time
A00364,747,96377.14941242372,0.8606277059379672,12,6,Late >60
A00365,666,96115.37797956022,0.5380451331243199,10,9,On Time
A00366,735,64754.070482127325,0.7477553478624172,16,6,Late <30
A00367,708,70820.90437417821,0.5479576118578754,9,5,Late >60
A00368,534,37752.50246871661,0.5460545603729003,11,0,Late >60
A00369,760,79356.21811365051,0.2847609012972653,5,1,Late >60
A00370,624,24199.694970790508,0.20126048455574663,4,10,Late >60
A00371,420,37654.57505311447,0.27891879584465384,0,2,Late >60
A00372,699,20470.695013200668,0.4408378909238132,19,0,On Time
A00373,523,50856.10070010151,0.8095901107066984,19,4,On Time
A00374,794,88020.89589616733,0.8289911073038604,14,10,Late >60
A00375,650,98600.51816879757,0.16337781607271806,15,4,Late >60
A00376,687,73420.47803044457,0.5528549141543084,9,5,Late <30
A00377,731,79589.33483411459,0.41602772296342794,7,6,Late 30-60
A00378,690,41019.96625719521,0.5709357256381633,1,9,Late 30-60
A00379,620,61626.61547910519,0.6476233870170266,6,8,Late >60
A00380,792,78926.23190602919,0.27961199271885595,0,6,Late >60
A00381,669,59782.06607734233,0.9192423819415915,19,5,Late 30-60
A00382,567,27083.711369123674,0.9354481550020175,5,8,On Time
A00383,715,79269.13545314473,0.10535774254927899,12,1,Late <30
A00384,671,37565.15134998016,0.703018481116219,11,5,Late <30
A00385,677,27815.813675012465,0.03323206169494841,18,4,Late >60
A00386,692,58244.63590603056,0.04656379790728438,16,5,On Time
A00387,685,25968.72622396905,0.9577999140830219,4,9,On Time
A00388,825,70355.4933585323,0.6948531348703155,14,0,On Time
A00389,599,71237.8600250596,0.3245416298480499,13,10,On Time
A00390,471,40536.15785064074,0.6698776677458906,2,4,Late >60
A00391,680,97162.75374460749,0.8458350506536815,4,7,Late 30-60
A00392,763,85956.1269397192,0.8709034764113038,13,2,Late >60
A00393,523,28766.956631978202,0.020519779024165352,7,2,Late <30
A00394,716,79880.97018712759,0.8182280074102644,10,10,Late <30
A00395,539,48245.97500878675,0.8532027150599326,14,6,Late >60
A00396,764,80023.08173191671,0.5955702048985262,12,6,Late <30
A00397,681,84063.5833882087,0.47990384355002236,4,1,Late 30-60
A00398,592,32110.244484836927,0.11099891719762656,12,7,Late 30-60
A00399,519,72947.35878703221,0.23961383966889915,2,4,Late >60
A00400,898,89018.39683914468,0.49048511966542396,12,8,Late <30
A00401,910,45869.889924053874,0.8650797111735102,10,0,Late 30-60
A00402,572,26426.26433447715,0.803134356799323,8,10,Late 30-60
A00403,569,22181.3983951359,0.4959295809187364,3,3,Late <30
A00404,687,28800.076831738286,0.785627022830479,16,7,On Time
A00405,641,20336.473702641113,0.7657333750164519,14,8,Late <30
A00406,647,46155.67539142626,0.5790153513666073,17,8,Late >60
A00407,708,43946.28703699585,0.22032545343196674,15,9,On Time
A00408,871,28827.301414993453,0.3480037687598495,1,10,Late >60
A00409,816,72089.43024822383,0.16406455019241817,5,0,Late 30-60
A00410,647,99352.50862716879,0.007150506422759273,11,0,On Time
A00411,752,92074.11318756708,0.08052543134143653,4,6,Late >60
A00412,495,40228.047974164394,0.7596256343931247,16,10,Late >60
A00413,693,81598.53063772376,0.033486150767497724,18,5,Late >60
A00414,656,94949.06106280153,0.399852638814125,11,6,On Time
A00415,776,92509.13896364388,0.9857803316719528,4,7,Late >60
A00416,742,90763.96170490306,0.7952392178102201,6,10,On Time
A00417,710,82916.04097420748,0.7506176050391641,1,5,On Time
A00418,726,43439.318088883796,0.2747087679731536,11,9,Late >60
A00419,636,26685.04529686338,0.6417302156108583,4,9,Late 30-60
A00420,776,59025.548227676416,0.4987118476843829,7,9,Late <30
A00421,726,24383.290748506948,0.6238244013183498,4,6,Late <30
A00422,663,99877.8947628023,0.43581611899349704,15,10,On Time
A00423,689,48664.77464517907,0.5309630403031398,8,6,Late >60
A00424,764,96667.19347111153,0.9883962490176815,0,6,Late <30
A00425,773,81849.67935207326,0.3293128550079647,4,1,Late <30
A00426,645,52903.27629526398,0.21645277348432967,0,2,Late >60
A00427,590,29464.913017283172,0.44849444283072293,16,9,Late <30
A00428,634,38975.447227577286,0.5243205106090529,0,8,Late >60
A00429,639,73843.5660919522,0.08562883624372586,14,0,Late <30
A00430,692,86394.81627030042,0.8059720221785701,4,7,Late 30-60
A00431,799,98355.23934650542,0.42205278769489263,8,6,Late >60
